R-110422,fig_29915,FALSE
R-100187,fig_21954,FALSE
R-100188,fig_28118,FALSE
R-101754,fig_19134,FALSE
R-103351,fig_9644,FALSE
R-104523,fig_18026,FALSE
R-105294,fig_28526,FALSE
R-105986,fig_31652,FALSE
R-107649,fig_775,FALSE
R-101974,fig_20133,FALSE
R-106284,fig_21474,FALSE
R-101698,fig_19201,FALSE
R-105509,fig_22453,FALSE
R-105912,fig_21095,FALSE
R-107270,fig_11806,FALSE
R-101171,fig_17123,FALSE
R-104063,fig_1792,FALSE
R-100378,fig_32100,FALSE
R-103658,fig_25287,FALSE
R-105838,fig_22121,FALSE
R-104923,fig_16725,FALSE
R-102732,fig_11509,FALSE
R-103178,fig_33567,FALSE
R-102855,fig_5728,FALSE
R-109135,fig_17995,FALSE
R-111344,fig_19433,FALSE
R-105030,fig_13637,FALSE
R-110814,fig_26571,FALSE
R-105696,fig_29193,FALSE
R-104367,fig_16933,FALSE
R-105926,fig_14539,FALSE
R-104945,fig_28249,FALSE
R-102762,fig_29292,FALSE
R-104208,fig_26122,FALSE
R-100794,fig_27047,FALSE
R-101802,fig_13891,FALSE
R-109334,fig_8321,FALSE
R-100390,fig_36726,FALSE
R-102147,fig_29851,FALSE
R-110838,fig_20852,FALSE
R-111259,fig_18380,FALSE
R-102383,fig_35321,FALSE
R-100323,fig_3895,FALSE
R-108896,fig_4587,FALSE
R-110279,fig_28139,FALSE
R-100736,fig_28209,FALSE
R-106543,fig_26523,FALSE
R-111070,fig_9706,FALSE
R-104863,fig_27309,FALSE
R-104289,fig_30061,FALSE
R-111458,fig_27256,FALSE
R-103189,fig_24172,FALSE
R-104609,fig_28362,FALSE
R-106130,fig_16391,FALSE
R-110262,fig_4867,FALSE
R-101162,fig_36396,FALSE
R-108016,fig_29900,FALSE
R-105216,fig_30133,FALSE
R-108558,fig_27226,FALSE
R-103591,fig_35628,FALSE
R-102396,fig_5787,FALSE
R-102715,fig_23450,FALSE
R-102666,fig_9713,FALSE
R-104243,fig_16948,FALSE
R-103519,fig_658,FALSE
R-111309,fig_30111,FALSE
R-109460,fig_863,FALSE
R-110391,fig_26658,FALSE
R-109262,fig_13437,FALSE
R-109715,fig_13747,FALSE
R-101765,fig_15261,FALSE
R-101091,fig_34933,FALSE
R-100636,fig_25829,FALSE
R-100319,fig_10005,FALSE
R-111323,fig_1597,FALSE
R-111475,fig_29400,FALSE
R-108678,fig_1239,FALSE
R-105140,fig_29457,FALSE
R-107652,fig_33250,FALSE
R-106375,fig_30512,FALSE
R-102331,fig_21445,FALSE
R-104983,fig_8471,FALSE
R-109602,fig_9589,FALSE
R-111460,fig_15876,FALSE
R-107570,fig_18025,FALSE
R-101141,fig_10210,FALSE
R-103021,fig_1381,FALSE
R-106825,fig_35575,FALSE
R-101820,fig_1329,FALSE
R-106189,fig_11926,FALSE
R-107454,fig_31955,FALSE
R-104187,fig_16859,FALSE
R-106306,fig_23819,FALSE
R-108145,fig_15239,FALSE
R-100477,fig_22014,FALSE
R-110086,fig_32435,FALSE
R-108707,fig_622,FALSE
R-103347,fig_31530,FALSE
R-103139,fig_8670,FALSE
R-107339,fig_7856,FALSE
R-103099,fig_17466,FALSE
R-101395,fig_31394,FALSE
R-102563,fig_3220,FALSE
R-109410,fig_10158,FALSE
R-107460,fig_17773,FALSE
R-110414,fig_21996,FALSE
R-102699,fig_31154,FALSE
R-101581,fig_7977,FALSE
R-110409,fig_33458,FALSE
R-103532,fig_23488,FALSE
R-106208,fig_34470,FALSE
R-102674,fig_24141,FALSE
R-110944,fig_7167,FALSE
R-110270,fig_11832,FALSE
R-110541,fig_28030,FALSE
R-110927,fig_1418,FALSE
R-109473,fig_31605,FALSE
R-101328,fig_178,FALSE
R-100925,fig_21736,FALSE
R-105791,fig_27604,FALSE
R-105146,fig_324,FALSE
R-104661,fig_6472,FALSE
R-108932,fig_9389,FALSE
R-110173,fig_154,FALSE
R-107728,fig_1355,FALSE
R-101303,fig_8979,FALSE
R-100316,fig_35484,FALSE
R-109778,fig_30887,FALSE
R-102881,fig_25281,FALSE
R-106864,fig_8081,TRUE
R-106864,fig_33540,FALSE
R-109576,fig_26437,FALSE
R-109576,fig_6191,TRUE
R-101830,fig_1221,FALSE
R-109456,fig_1221,TRUE
R-102286,fig_7338,FALSE
R-102286,fig_6608,TRUE
R-103104,fig_3185,FALSE
R-103104,fig_32929,TRUE
R-103135,fig_3185,FALSE
R-102445,fig_7081,FALSE
R-109689,fig_10182,FALSE
R-104296,fig_5365,TRUE
R-102130,fig_32279,FALSE
R-107475,fig_7081,TRUE
R-109690,fig_10182,TRUE
R-109689,fig_9143,TRUE
R-102130,fig_7751,TRUE
R-105966,fig_32279,TRUE
R-106912,fig_7061,FALSE
R-103348,fig_24811,FALSE
R-108952,fig_25176,FALSE
R-108513,fig_19325,FALSE
R-102868,fig_34058,FALSE
R-106794,fig_20437,FALSE
R-102215,fig_7751,FALSE
R-100480,fig_10454,FALSE
R-106107,fig_25053,FALSE
R-110134,fig_27544,FALSE
R-106109,fig_10347,FALSE
R-104862,fig_17702,FALSE
R-107622,fig_690,FALSE
R-107021,fig_28583,FALSE
R-108352,fig_12816,FALSE
R-103383,fig_24222,FALSE
R-111370,fig_4937,FALSE
R-104809,fig_26483,FALSE
R-106484,fig_23196,FALSE
R-106833,fig_489,FALSE
R-109259,fig_3760,FALSE
R-101267,fig_22498,TRUE
R-107656,fig_8412,FALSE
R-110374,fig_32789,FALSE
R-100355,fig_5058,TRUE
R-106912,fig_489,TRUE
R-103348,fig_27056,TRUE
R-109031,fig_25176,TRUE
R-108513,fig_21127,TRUE
R-102868,fig_31029,TRUE
R-106794,fig_2722,TRUE
R-102646,fig_7390,FALSE
R-107650,fig_774,FALSE
R-109304,fig_5782,FALSE
R-100187,fig_21955,TRUE
R-103956,fig_12154,FALSE
R-108327,fig_10977,FALSE
R-101562,fig_4588,FALSE
R-105165,fig_11728,FALSE
R-100306,fig_23352,FALSE
R-101780,fig_3430,FALSE
R-102488,fig_30381,FALSE
R-107912,fig_10927,FALSE
R-100727,fig_23249,FALSE
R-109434,fig_34785,FALSE
